eval/mean_reward,step
0.10836134832362006,0
0.4575009279150138,10000
0.5804075388544961,20000
0.5853057695890791,30000
0.6300779981747148,40000
0.6191368603422648,50000
0.6233689405406866,60000
0.6821416685859816,70000
