"Step","seed_42_20260211_024233 - train/loss","seed_42_20260211_024233 - train/loss__MIN","seed_42_20260211_024233 - train/loss__MAX","seed_42_20260211_020518 - train/loss","seed_42_20260211_020518 - train/loss__MIN","seed_42_20260211_020518 - train/loss__MAX"
"2600","0.33343544602394104","0.33343544602394104","0.33343544602394104","0.07196416705846786","0.07196416705846786","0.07196416705846786"
"2700","0.32951292395591736","0.32951292395591736","0.32951292395591736","0.07784531265497208","0.07784531265497208","0.07784531265497208"
"2800","0.34530285000801086","0.34530285000801086","0.34530285000801086","0.0560317225754261","0.0560317225754261","0.0560317225754261"
"2900","0.3415074348449707","0.3415074348449707","0.3415074348449707","0.0815933346748352","0.0815933346748352","0.0815933346748352"
"3000","0.3249463737010956","0.3249463737010956","0.3249463737010956","0.06420283019542694","0.06420283019542694","0.06420283019542694"
"3100","0.3199363648891449","0.3199363648891449","0.3199363648891449","0.06248258054256439","0.06248258054256439","0.06248258054256439"
"3200","0.3447995185852051","0.3447995185852051","0.3447995185852051","0.05866391584277153","0.05866391584277153","0.05866391584277153"
"3300","0.36545661091804504","0.36545661091804504","0.36545661091804504","0.05227375030517578","0.05227375030517578","0.05227375030517578"
"3400","0.33600059151649475","0.33600059151649475","0.33600059151649475","0.0655171275138855","0.0655171275138855","0.0655171275138855"
"3500","0.32356226444244385","0.32356226444244385","0.32356226444244385","0.06836102902889252","0.06836102902889252","0.06836102902889252"
"3600","0.36659500002861023","0.36659500002861023","0.36659500002861023","0.06262369453907013","0.06262369453907013","0.06262369453907013"
"3700","0.3367149233818054","0.3367149233818054","0.3367149233818054","0.06194700673222542","0.06194700673222542","0.06194700673222542"
"3800","0.33781862258911133","0.33781862258911133","0.33781862258911133","0.06485042721033096","0.06485042721033096","0.06485042721033096"
"3900","0.34236347675323486","0.34236347675323486","0.34236347675323486","0.07793939113616943","0.07793939113616943","0.07793939113616943"
"4000","0.3060978949069977","0.3060978949069977","0.3060978949069977","0.06289488077163696","0.06289488077163696","0.06289488077163696"
"4100","0.34139692783355713","0.34139692783355713","0.34139692783355713","0.0734059140086174","0.0734059140086174","0.0734059140086174"
"4200","0.3292889893054962","0.3292889893054962","0.3292889893054962","0.057179395109415054","0.057179395109415054","0.057179395109415054"
"4300","0.3538130223751068","0.3538130223751068","0.3538130223751068","0.06113949790596962","0.06113949790596962","0.06113949790596962"
"4400","0.382585346698761","0.382585346698761","0.382585346698761","0.0619986355304718","0.0619986355304718","0.0619986355304718"
"4500","0.32398924231529236","0.32398924231529236","0.32398924231529236","0.05631992593407631","0.05631992593407631","0.05631992593407631"
"4600","0.35826635360717773","0.35826635360717773","0.35826635360717773","0.05586531385779381","0.05586531385779381","0.05586531385779381"
"4700","0.3482779562473297","0.3482779562473297","0.3482779562473297","0.05954502522945404","0.05954502522945404","0.05954502522945404"
"4800","0.27944618463516235","0.27944618463516235","0.27944618463516235","0.05729982256889343","0.05729982256889343","0.05729982256889343"
"4900","0.2977042496204376","0.2977042496204376","0.2977042496204376","0.08468517661094666","0.08468517661094666","0.08468517661094666"
"5000","0.2939434051513672","0.2939434051513672","0.2939434051513672","0.04834025353193283","0.04834025353193283","0.04834025353193283"
"5100","0.2773922383785248","0.2773922383785248","0.2773922383785248","0.054683100432157516","0.054683100432157516","0.054683100432157516"
"5200","0.33718377351760864","0.33718377351760864","0.33718377351760864","0.04840748757123947","0.04840748757123947","0.04840748757123947"
"5300","0.3300239145755768","0.3300239145755768","0.3300239145755768","0.04840324819087982","0.04840324819087982","0.04840324819087982"
"5400","0.3404073715209961","0.3404073715209961","0.3404073715209961","0.05322728678584099","0.05322728678584099","0.05322728678584099"
"5500","0.28778254985809326","0.28778254985809326","0.28778254985809326","0.06585188210010529","0.06585188210010529","0.06585188210010529"
"5600","0.30885326862335205","0.30885326862335205","0.30885326862335205","0.06187182292342186","0.06187182292342186","0.06187182292342186"
"5700","0.28710389137268066","0.28710389137268066","0.28710389137268066","0.07209336012601852","0.07209336012601852","0.07209336012601852"
"5800","0.2632642388343811","0.2632642388343811","0.2632642388343811","0.06554476916790009","0.06554476916790009","0.06554476916790009"
"5900","0.35093212127685547","0.35093212127685547","0.35093212127685547","0.04101467877626419","0.04101467877626419","0.04101467877626419"
"6000","0.32210785150527954","0.32210785150527954","0.32210785150527954","0.04242345318198204","0.04242345318198204","0.04242345318198204"
"6100","0.35902512073516846","0.35902512073516846","0.35902512073516846","0.054739151149988174","0.054739151149988174","0.054739151149988174"
"6200","0.35270071029663086","0.35270071029663086","0.35270071029663086","0.05491327494382858","0.05491327494382858","0.05491327494382858"
"6300","0.31657302379608154","0.31657302379608154","0.31657302379608154","0.05221846327185631","0.05221846327185631","0.05221846327185631"
"6400","0.30817729234695435","0.30817729234695435","0.30817729234695435","0.060346703976392746","0.060346703976392746","0.060346703976392746"
"6500","0.3233753740787506","0.3233753740787506","0.3233753740787506","0.0717291533946991","0.0717291533946991","0.0717291533946991"
"6600","0.3082912564277649","0.3082912564277649","0.3082912564277649","0.0587967112660408","0.0587967112660408","0.0587967112660408"
"6700","0.3269042372703552","0.3269042372703552","0.3269042372703552","0.04219420999288559","0.04219420999288559","0.04219420999288559"
"6800","0.31270265579223633","0.31270265579223633","0.31270265579223633","0.049527041614055634","0.049527041614055634","0.049527041614055634"
"6900","0.29671382904052734","0.29671382904052734","0.29671382904052734","0.04727737605571747","0.04727737605571747","0.04727737605571747"
"7000","0.33495211601257324","0.33495211601257324","0.33495211601257324","0.0487116202712059","0.0487116202712059","0.0487116202712059"
"7100","0.32285529375076294","0.32285529375076294","0.32285529375076294","0.048361778259277344","0.048361778259277344","0.048361778259277344"
"7200","0.3034093677997589","0.3034093677997589","0.3034093677997589","0.05341691896319389","0.05341691896319389","0.05341691896319389"
"7300","0.27825555205345154","0.27825555205345154","0.27825555205345154","0.04519239813089371","0.04519239813089371","0.04519239813089371"
"7400","0.32261204719543457","0.32261204719543457","0.32261204719543457","0.04619228094816208","0.04619228094816208","0.04619228094816208"
"7500","0.31149396300315857","0.31149396300315857","0.31149396300315857","0.0660230964422226","0.0660230964422226","0.0660230964422226"
"7600","0.2825835347175598","0.2825835347175598","0.2825835347175598","0.055829767137765884","0.055829767137765884","0.055829767137765884"
"7700","0.30339014530181885","0.30339014530181885","0.30339014530181885","0.05592241510748863","0.05592241510748863","0.05592241510748863"
"7800","0.3271319568157196","0.3271319568157196","0.3271319568157196","0.046059198677539825","0.046059198677539825","0.046059198677539825"
"7900","0.33418846130371094","0.33418846130371094","0.33418846130371094","0.0617467500269413","0.0617467500269413","0.0617467500269413"
"8000","0.31955668330192566","0.31955668330192566","0.31955668330192566","0.05641472339630127","0.05641472339630127","0.05641472339630127"
"8100","0.34433960914611816","0.34433960914611816","0.34433960914611816","0.058203842490911484","0.058203842490911484","0.058203842490911484"
"8200","0.3306581676006317","0.3306581676006317","0.3306581676006317","0.05378234386444092","0.05378234386444092","0.05378234386444092"
"8300","0.2768334150314331","0.2768334150314331","0.2768334150314331","0.054001301527023315","0.054001301527023315","0.054001301527023315"
"8400","0.3139704465866089","0.3139704465866089","0.3139704465866089","0.04843655973672867","0.04843655973672867","0.04843655973672867"
"8500","0.26280975341796875","0.26280975341796875","0.26280975341796875","0.05324355140328407","0.05324355140328407","0.05324355140328407"
"8600","0.29096874594688416","0.29096874594688416","0.29096874594688416","0.051615361124277115","0.051615361124277115","0.051615361124277115"
"8700","0.27062875032424927","0.27062875032424927","0.27062875032424927","0.04889147728681564","0.04889147728681564","0.04889147728681564"
"8800","0.2977920174598694","0.2977920174598694","0.2977920174598694","0.04448210448026657","0.04448210448026657","0.04448210448026657"
"8900","0.33100128173828125","0.33100128173828125","0.33100128173828125","0.0540141798555851","0.0540141798555851","0.0540141798555851"
"9000","0.2846015691757202","0.2846015691757202","0.2846015691757202","0.040223270654678345","0.040223270654678345","0.040223270654678345"
"9100","0.268079549074173","0.268079549074173","0.268079549074173","0.033878762274980545","0.033878762274980545","0.033878762274980545"
"9200","0.2488214373588562","0.2488214373588562","0.2488214373588562","0.05207373946905136","0.05207373946905136","0.05207373946905136"
"9300","0.2920907139778137","0.2920907139778137","0.2920907139778137","0.0519392155110836","0.0519392155110836","0.0519392155110836"
"9400","0.32696428894996643","0.32696428894996643","0.32696428894996643","0.042349860072135925","0.042349860072135925","0.042349860072135925"
"9500","0.29402267932891846","0.29402267932891846","0.29402267932891846","0.04801879823207855","0.04801879823207855","0.04801879823207855"
"9600","0.27031952142715454","0.27031952142715454","0.27031952142715454","0.03731232136487961","0.03731232136487961","0.03731232136487961"
"9700","0.3083561062812805","0.3083561062812805","0.3083561062812805","0.036155037581920624","0.036155037581920624","0.036155037581920624"
"9800","0.30196520686149597","0.30196520686149597","0.30196520686149597","0.0367308184504509","0.0367308184504509","0.0367308184504509"
"9900","0.3229636251926422","0.3229636251926422","0.3229636251926422","0.04836625978350639","0.04836625978350639","0.04836625978350639"
"10000","0.26438644528388977","0.26438644528388977","0.26438644528388977","0.03794178366661072","0.03794178366661072","0.03794178366661072"
"10100","0.26635971665382385","0.26635971665382385","0.26635971665382385","0.04525043070316315","0.04525043070316315","0.04525043070316315"
"10200","0.2925204336643219","0.2925204336643219","0.2925204336643219","0.047133564949035645","0.047133564949035645","0.047133564949035645"
"10300","0.2878422141075134","0.2878422141075134","0.2878422141075134","0.0380990095436573","0.0380990095436573","0.0380990095436573"
"10400","0.28043925762176514","0.28043925762176514","0.28043925762176514","0.04190779849886894","0.04190779849886894","0.04190779849886894"
"10500","0.29707759618759155","0.29707759618759155","0.29707759618759155","0.03400581330060959","0.03400581330060959","0.03400581330060959"
"10600","0.27680402994155884","0.27680402994155884","0.27680402994155884","0.05224662274122238","0.05224662274122238","0.05224662274122238"
"10700","0.2982206344604492","0.2982206344604492","0.2982206344604492","0.034955091774463654","0.034955091774463654","0.034955091774463654"
"10800","0.2972683906555176","0.2972683906555176","0.2972683906555176","0.04245448857545853","0.04245448857545853","0.04245448857545853"
"10900","0.29422467947006226","0.29422467947006226","0.29422467947006226","0.04240281879901886","0.04240281879901886","0.04240281879901886"
"11000","0.2696534991264343","0.2696534991264343","0.2696534991264343","0.028427062556147575","0.028427062556147575","0.028427062556147575"
"11100","0.2913282513618469","0.2913282513618469","0.2913282513618469","0.042796485126018524","0.042796485126018524","0.042796485126018524"
"11200","0.28001171350479126","0.28001171350479126","0.28001171350479126","0.03854920715093613","0.03854920715093613","0.03854920715093613"
"11300","0.2861534655094147","0.2861534655094147","0.2861534655094147","0.036867447197437286","0.036867447197437286","0.036867447197437286"
"11400","0.3013525605201721","0.3013525605201721","0.3013525605201721","0.04495949298143387","0.04495949298143387","0.04495949298143387"
"11500","0.32494017481803894","0.32494017481803894","0.32494017481803894","0.03886527940630913","0.03886527940630913","0.03886527940630913"
"11600","0.28106823563575745","0.28106823563575745","0.28106823563575745","0.044231973588466644","0.044231973588466644","0.044231973588466644"
"11700","0.23841333389282227","0.23841333389282227","0.23841333389282227","0.03679338097572327","0.03679338097572327","0.03679338097572327"
"11800","0.3343958854675293","0.3343958854675293","0.3343958854675293","0.03987395018339157","0.03987395018339157","0.03987395018339157"
"11900","0.268033504486084","0.268033504486084","0.268033504486084","0.03464158624410629","0.03464158624410629","0.03464158624410629"
"12000","0.24358153343200684","0.24358153343200684","0.24358153343200684","0.053979355841875076","0.053979355841875076","0.053979355841875076"
"12100","0.25017601251602173","0.25017601251602173","0.25017601251602173","0.03468252345919609","0.03468252345919609","0.03468252345919609"
"12200","0.26275646686553955","0.26275646686553955","0.26275646686553955","0.03751145303249359","0.03751145303249359","0.03751145303249359"
"12300","0.2869006395339966","0.2869006395339966","0.2869006395339966","0.047079719603061676","0.047079719603061676","0.047079719603061676"
"12400","0.30142754316329956","0.30142754316329956","0.30142754316329956","0.052909545600414276","0.052909545600414276","0.052909545600414276"
"12500","0.26278024911880493","0.26278024911880493","0.26278024911880493","0.0337880477309227","0.0337880477309227","0.0337880477309227"
"12600","0.2784423530101776","0.2784423530101776","0.2784423530101776","0.03451447933912277","0.03451447933912277","0.03451447933912277"
"12700","0.2569293677806854","0.2569293677806854","0.2569293677806854","0.05446523055434227","0.05446523055434227","0.05446523055434227"
"12800","0.3029267191886902","0.3029267191886902","0.3029267191886902","0.04390724003314972","0.04390724003314972","0.04390724003314972"
"12900","0.2604139447212219","0.2604139447212219","0.2604139447212219","0.03932013735175133","0.03932013735175133","0.03932013735175133"
"13000","0.2639690935611725","0.2639690935611725","0.2639690935611725","0.03184990584850311","0.03184990584850311","0.03184990584850311"
"13100","0.31488603353500366","0.31488603353500366","0.31488603353500366","0.061720866709947586","0.061720866709947586","0.061720866709947586"
"13200","0.29556968808174133","0.29556968808174133","0.29556968808174133","0.03923030197620392","0.03923030197620392","0.03923030197620392"
"13300","0.2533077597618103","0.2533077597618103","0.2533077597618103","0.038273125886917114","0.038273125886917114","0.038273125886917114"
"13400","0.24799713492393494","0.24799713492393494","0.24799713492393494","0.04360656067728996","0.04360656067728996","0.04360656067728996"
"13500","0.282507985830307","0.282507985830307","0.282507985830307","0.03854808211326599","0.03854808211326599","0.03854808211326599"
"13600","0.2534591555595398","0.2534591555595398","0.2534591555595398","0.02710910327732563","0.02710910327732563","0.02710910327732563"
"13700","0.25545838475227356","0.25545838475227356","0.25545838475227356","0.03924688324332237","0.03924688324332237","0.03924688324332237"
"13800","0.21064533293247223","0.21064533293247223","0.21064533293247223","0.035893961787223816","0.035893961787223816","0.035893961787223816"
"13900","0.2902315855026245","0.2902315855026245","0.2902315855026245","0.035628028213977814","0.035628028213977814","0.035628028213977814"
"14000","0.298212468624115","0.298212468624115","0.298212468624115","0.04165211319923401","0.04165211319923401","0.04165211319923401"
"14100","0.26669836044311523","0.26669836044311523","0.26669836044311523","0.040885888040065765","0.040885888040065765","0.040885888040065765"
"14200","0.2831557095050812","0.2831557095050812","0.2831557095050812","0.03196593374013901","0.03196593374013901","0.03196593374013901"
"14300","0.2676314115524292","0.2676314115524292","0.2676314115524292","0.048539239913225174","0.048539239913225174","0.048539239913225174"
"14400","0.2174508273601532","0.2174508273601532","0.2174508273601532","0.03535423427820206","0.03535423427820206","0.03535423427820206"
"14500","0.25542598962783813","0.25542598962783813","0.25542598962783813","0.032023169100284576","0.032023169100284576","0.032023169100284576"
"14600","0.2689323127269745","0.2689323127269745","0.2689323127269745","0.03418489545583725","0.03418489545583725","0.03418489545583725"
"14700","0.26300308108329773","0.26300308108329773","0.26300308108329773","0.029219377785921097","0.029219377785921097","0.029219377785921097"
"14800","0.2565341293811798","0.2565341293811798","0.2565341293811798","0.03694157302379608","0.03694157302379608","0.03694157302379608"
"14900","0.28972071409225464","0.28972071409225464","0.28972071409225464","0.03412763401865959","0.03412763401865959","0.03412763401865959"
"15000","0.29102930426597595","0.29102930426597595","0.29102930426597595","0.034686215221881866","0.034686215221881866","0.034686215221881866"
"15100","0.2393271028995514","0.2393271028995514","0.2393271028995514","0.03546226769685745","0.03546226769685745","0.03546226769685745"
"15200","0.28811007738113403","0.28811007738113403","0.28811007738113403","0.03252426162362099","0.03252426162362099","0.03252426162362099"
"15300","0.2551789879798889","0.2551789879798889","0.2551789879798889","0.037567708641290665","0.037567708641290665","0.037567708641290665"
"15400","0.28293323516845703","0.28293323516845703","0.28293323516845703","0.03272880241274834","0.03272880241274834","0.03272880241274834"
"15500","0.2478180229663849","0.2478180229663849","0.2478180229663849","0.032875657081604004","0.032875657081604004","0.032875657081604004"
"15600","0.21049319207668304","0.21049319207668304","0.21049319207668304","0.04488906264305115","0.04488906264305115","0.04488906264305115"
"15700","0.27637702226638794","0.27637702226638794","0.27637702226638794","0.04108894616365433","0.04108894616365433","0.04108894616365433"
"15800","0.2776604890823364","0.2776604890823364","0.2776604890823364","0.04191933572292328","0.04191933572292328","0.04191933572292328"
"15900","0.291871041059494","0.291871041059494","0.291871041059494","0.03653167188167572","0.03653167188167572","0.03653167188167572"
"16000","0.2616799473762512","0.2616799473762512","0.2616799473762512","0.03092559613287449","0.03092559613287449","0.03092559613287449"
"16100","0.2751076817512512","0.2751076817512512","0.2751076817512512","0.033111777156591415","0.033111777156591415","0.033111777156591415"
"16200","0.3002895414829254","0.3002895414829254","0.3002895414829254","0.03457777947187424","0.03457777947187424","0.03457777947187424"
"16300","0.2595541775226593","0.2595541775226593","0.2595541775226593","0.028431802988052368","0.028431802988052368","0.028431802988052368"
"16400","0.2377503216266632","0.2377503216266632","0.2377503216266632","0.034100744873285294","0.034100744873285294","0.034100744873285294"
"16500","0.2522352635860443","0.2522352635860443","0.2522352635860443","0.02899729087948799","0.02899729087948799","0.02899729087948799"
"16600","0.2933568060398102","0.2933568060398102","0.2933568060398102","0.03462064638733864","0.03462064638733864","0.03462064638733864"
"16700","0.2941972613334656","0.2941972613334656","0.2941972613334656","0.0352775976061821","0.0352775976061821","0.0352775976061821"
"16800","0.2812873125076294","0.2812873125076294","0.2812873125076294","0.03046428970992565","0.03046428970992565","0.03046428970992565"
"16900","0.29994842410087585","0.29994842410087585","0.29994842410087585","0.02883608639240265","0.02883608639240265","0.02883608639240265"
"17000","0.23645706474781036","0.23645706474781036","0.23645706474781036","0.0280066579580307","0.0280066579580307","0.0280066579580307"
"17100","0.28048813343048096","0.28048813343048096","0.28048813343048096","0.02822200208902359","0.02822200208902359","0.02822200208902359"
"17200","0.2535363733768463","0.2535363733768463","0.2535363733768463","0.027601562440395355","0.027601562440395355","0.027601562440395355"
"17300","0.274600088596344","0.274600088596344","0.274600088596344","0.028590388596057892","0.028590388596057892","0.028590388596057892"
"17400","0.29904574155807495","0.29904574155807495","0.29904574155807495","0.03812125325202942","0.03812125325202942","0.03812125325202942"
"17500","0.2539255917072296","0.2539255917072296","0.2539255917072296","0.037793807685375214","0.037793807685375214","0.037793807685375214"
"17600","0.23697318136692047","0.23697318136692047","0.23697318136692047","0.03398621082305908","0.03398621082305908","0.03398621082305908"
"17700","0.2579694986343384","0.2579694986343384","0.2579694986343384","0.0487840473651886","0.0487840473651886","0.0487840473651886"
"17800","0.22409388422966003","0.22409388422966003","0.22409388422966003","0.029560914263129234","0.029560914263129234","0.029560914263129234"
"17900","0.3075898289680481","0.3075898289680481","0.3075898289680481","0.028966475278139114","0.028966475278139114","0.028966475278139114"
"18000","0.22191506624221802","0.22191506624221802","0.22191506624221802","0.028863634914159775","0.028863634914159775","0.028863634914159775"
"18100","0.2843218743801117","0.2843218743801117","0.2843218743801117","0.03171149268746376","0.03171149268746376","0.03171149268746376"
"18200","0.2669275403022766","0.2669275403022766","0.2669275403022766","0.029763564467430115","0.029763564467430115","0.029763564467430115"
"18300","0.2703874111175537","0.2703874111175537","0.2703874111175537","0.02850564941763878","0.02850564941763878","0.02850564941763878"
"18400","0.2184746265411377","0.2184746265411377","0.2184746265411377","0.031934138387441635","0.031934138387441635","0.031934138387441635"
"18500","0.24646525084972382","0.24646525084972382","0.24646525084972382","0.03510608524084091","0.03510608524084091","0.03510608524084091"
"18600","0.25125542283058167","0.25125542283058167","0.25125542283058167","0.03257686644792557","0.03257686644792557","0.03257686644792557"
"18700","0.25687408447265625","0.25687408447265625","0.25687408447265625","0.04012059420347214","0.04012059420347214","0.04012059420347214"
"18800","0.26225927472114563","0.26225927472114563","0.26225927472114563","0.025067530572414398","0.025067530572414398","0.025067530572414398"
"18900","0.30266207456588745","0.30266207456588745","0.30266207456588745","0.03695079684257507","0.03695079684257507","0.03695079684257507"
"19000","0.2336932271718979","0.2336932271718979","0.2336932271718979","0.02150750532746315","0.02150750532746315","0.02150750532746315"
"19100","0.25354433059692383","0.25354433059692383","0.25354433059692383","0.030600419268012047","0.030600419268012047","0.030600419268012047"
"19200","0.26549166440963745","0.26549166440963745","0.26549166440963745","0.030108926817774773","0.030108926817774773","0.030108926817774773"
"19300","0.27703970670700073","0.27703970670700073","0.27703970670700073","0.03470749408006668","0.03470749408006668","0.03470749408006668"
"19400","0.3004809617996216","0.3004809617996216","0.3004809617996216","0.032310523092746735","0.032310523092746735","0.032310523092746735"
"19500","0.2616536617279053","0.2616536617279053","0.2616536617279053","0.032666414976119995","0.032666414976119995","0.032666414976119995"
"19600","0.25209885835647583","0.25209885835647583","0.25209885835647583","0.03125077858567238","0.03125077858567238","0.03125077858567238"
"19700","0.24338802695274353","0.24338802695274353","0.24338802695274353","0.027941185981035233","0.027941185981035233","0.027941185981035233"
"19800","0.2442249357700348","0.2442249357700348","0.2442249357700348","0.04156028479337692","0.04156028479337692","0.04156028479337692"
"19900","0.24461551010608673","0.24461551010608673","0.24461551010608673","0.02727830410003662","0.02727830410003662","0.02727830410003662"
"20000","0.2320430427789688","0.2320430427789688","0.2320430427789688","0.02515016682446003","0.02515016682446003","0.02515016682446003"
"20100","0.24581921100616455","0.24581921100616455","0.24581921100616455","0.03395070508122444","0.03395070508122444","0.03395070508122444"
"20200","0.22812098264694214","0.22812098264694214","0.22812098264694214","0.033803023397922516","0.033803023397922516","0.033803023397922516"
"20300","0.2654731273651123","0.2654731273651123","0.2654731273651123","0.031732987612485886","0.031732987612485886","0.031732987612485886"
"20400","0.2594127655029297","0.2594127655029297","0.2594127655029297","0.03358182683587074","0.03358182683587074","0.03358182683587074"
"20500","0.22362008690834045","0.22362008690834045","0.22362008690834045","0.0328979417681694","0.0328979417681694","0.0328979417681694"
"20600","0.20297405123710632","0.20297405123710632","0.20297405123710632","0.04312751442193985","0.04312751442193985","0.04312751442193985"
"20700","0.18334946036338806","0.18334946036338806","0.18334946036338806","0.025809232145547867","0.025809232145547867","0.025809232145547867"
"20800","0.2694509029388428","0.2694509029388428","0.2694509029388428","0.03784239664673805","0.03784239664673805","0.03784239664673805"
"20900","0.24222154915332794","0.24222154915332794","0.24222154915332794","0.035470277070999146","0.035470277070999146","0.035470277070999146"
"21000","0.2604782283306122","0.2604782283306122","0.2604782283306122","0.029725290834903717","0.029725290834903717","0.029725290834903717"
"21100","0.23523710668087006","0.23523710668087006","0.23523710668087006","0.037464916706085205","0.037464916706085205","0.037464916706085205"
"21200","0.2559475898742676","0.2559475898742676","0.2559475898742676","0.02607634663581848","0.02607634663581848","0.02607634663581848"
"21300","0.221623033285141","0.221623033285141","0.221623033285141","0.04135649651288986","0.04135649651288986","0.04135649651288986"
"21400","0.2374618947505951","0.2374618947505951","0.2374618947505951","0.034037988632917404","0.034037988632917404","0.034037988632917404"
"21500","0.25573354959487915","0.25573354959487915","0.25573354959487915","0.04823882877826691","0.04823882877826691","0.04823882877826691"
"21600","0.24508343636989594","0.24508343636989594","0.24508343636989594","0.034546274691820145","0.034546274691820145","0.034546274691820145"
"21700","0.2363540232181549","0.2363540232181549","0.2363540232181549","0.03650511056184769","0.03650511056184769","0.03650511056184769"
"21800","0.26774320006370544","0.26774320006370544","0.26774320006370544","0.02863582782447338","0.02863582782447338","0.02863582782447338"
"21900","0.24896612763404846","0.24896612763404846","0.24896612763404846","0.045573197305202484","0.045573197305202484","0.045573197305202484"
"22000","0.28950345516204834","0.28950345516204834","0.28950345516204834","0.025835955515503883","0.025835955515503883","0.025835955515503883"
"22100","0.27608922123908997","0.27608922123908997","0.27608922123908997","0.038190364837646484","0.038190364837646484","0.038190364837646484"
"22200","0.30790573358535767","0.30790573358535767","0.30790573358535767","0.027508577331900597","0.027508577331900597","0.027508577331900597"
"22300","0.236015185713768","0.236015185713768","0.236015185713768","0.024850476533174515","0.024850476533174515","0.024850476533174515"
"22400","0.23986956477165222","0.23986956477165222","0.23986956477165222","0.03074580244719982","0.03074580244719982","0.03074580244719982"
"22500","0.2770649194717407","0.2770649194717407","0.2770649194717407","0.03033871203660965","0.03033871203660965","0.03033871203660965"
"22600","0.21853797137737274","0.21853797137737274","0.21853797137737274","0.031832605600357056","0.031832605600357056","0.031832605600357056"
"22700","0.2208501547574997","0.2208501547574997","0.2208501547574997","0.03370313718914986","0.03370313718914986","0.03370313718914986"
"22800","0.25409185886383057","0.25409185886383057","0.25409185886383057","0.023759882897138596","0.023759882897138596","0.023759882897138596"
"22900","0.2360599786043167","0.2360599786043167","0.2360599786043167","0.029930565506219864","0.029930565506219864","0.029930565506219864"
"23000","0.23387429118156433","0.23387429118156433","0.23387429118156433","0.02770054340362549","0.02770054340362549","0.02770054340362549"
"23100","0.2326328009366989","0.2326328009366989","0.2326328009366989","0.030938269570469856","0.030938269570469856","0.030938269570469856"
"23200","0.23913756012916565","0.23913756012916565","0.23913756012916565","0.03620803356170654","0.03620803356170654","0.03620803356170654"
