"Step","seed_42_20260211_020518 - train/loss","seed_42_20260211_020518 - train/loss__MIN","seed_42_20260211_020518 - train/loss__MAX"
"0","0.9884748458862305","0.9884748458862305","0.9884748458862305"
"100","0.15410634875297546","0.15410634875297546","0.15410634875297546"
"200","0.12087293714284897","0.12087293714284897","0.12087293714284897"
"300","0.13019591569900513","0.13019591569900513","0.13019591569900513"
"400","0.12031621485948563","0.12031621485948563","0.12031621485948563"
"500","0.12044206261634827","0.12044206261634827","0.12044206261634827"
"600","0.11466966569423676","0.11466966569423676","0.11466966569423676"
"700","0.10042843222618103","0.10042843222618103","0.10042843222618103"
"800","0.11352177709341049","0.11352177709341049","0.11352177709341049"
"900","0.10620448738336563","0.10620448738336563","0.10620448738336563"
"1000","0.08787920325994492","0.08787920325994492","0.08787920325994492"
"1100","0.09600475430488586","0.09600475430488586","0.09600475430488586"
"1200","0.09271721541881561","0.09271721541881561","0.09271721541881561"
"1300","0.10364121943712234","0.10364121943712234","0.10364121943712234"
"1400","0.07607550919055939","0.07607550919055939","0.07607550919055939"
"1500","0.07783089578151703","0.07783089578151703","0.07783089578151703"
"1600","0.0859779641032219","0.0859779641032219","0.0859779641032219"
"1700","0.09823974967002869","0.09823974967002869","0.09823974967002869"
"1800","0.10369748622179031","0.10369748622179031","0.10369748622179031"
"1900","0.09906580299139023","0.09906580299139023","0.09906580299139023"
"2000","0.09345662593841553","0.09345662593841553","0.09345662593841553"
"2100","0.08030162751674652","0.08030162751674652","0.08030162751674652"
"2200","0.07763218879699707","0.07763218879699707","0.07763218879699707"
"2300","0.07235337793827057","0.07235337793827057","0.07235337793827057"
"2400","0.07780125737190247","0.07780125737190247","0.07780125737190247"
"2500","0.08943985402584076","0.08943985402584076","0.08943985402584076"
"2600","0.07196416705846786","0.07196416705846786","0.07196416705846786"
"2700","0.07784531265497208","0.07784531265497208","0.07784531265497208"
"2800","0.0560317225754261","0.0560317225754261","0.0560317225754261"
"2900","0.0815933346748352","0.0815933346748352","0.0815933346748352"
"3000","0.06420283019542694","0.06420283019542694","0.06420283019542694"
"3100","0.06248258054256439","0.06248258054256439","0.06248258054256439"
"3200","0.05866391584277153","0.05866391584277153","0.05866391584277153"
"3300","0.05227375030517578","0.05227375030517578","0.05227375030517578"
"3400","0.0655171275138855","0.0655171275138855","0.0655171275138855"
"3500","0.06836102902889252","0.06836102902889252","0.06836102902889252"
"3600","0.06262369453907013","0.06262369453907013","0.06262369453907013"
"3700","0.06194700673222542","0.06194700673222542","0.06194700673222542"
"3800","0.06485042721033096","0.06485042721033096","0.06485042721033096"
"3900","0.07793939113616943","0.07793939113616943","0.07793939113616943"
"4000","0.06289488077163696","0.06289488077163696","0.06289488077163696"
"4100","0.0734059140086174","0.0734059140086174","0.0734059140086174"
"4200","0.057179395109415054","0.057179395109415054","0.057179395109415054"
"4300","0.06113949790596962","0.06113949790596962","0.06113949790596962"
"4400","0.0619986355304718","0.0619986355304718","0.0619986355304718"
"4500","0.05631992593407631","0.05631992593407631","0.05631992593407631"
"4600","0.05586531385779381","0.05586531385779381","0.05586531385779381"
"4700","0.05954502522945404","0.05954502522945404","0.05954502522945404"
"4800","0.05729982256889343","0.05729982256889343","0.05729982256889343"
"4900","0.08468517661094666","0.08468517661094666","0.08468517661094666"
"5000","0.04834025353193283","0.04834025353193283","0.04834025353193283"
"5100","0.054683100432157516","0.054683100432157516","0.054683100432157516"
"5200","0.04840748757123947","0.04840748757123947","0.04840748757123947"
"5300","0.04840324819087982","0.04840324819087982","0.04840324819087982"
"5400","0.05322728678584099","0.05322728678584099","0.05322728678584099"
"5500","0.06585188210010529","0.06585188210010529","0.06585188210010529"
"5600","0.06187182292342186","0.06187182292342186","0.06187182292342186"
"5700","0.07209336012601852","0.07209336012601852","0.07209336012601852"
"5800","0.06554476916790009","0.06554476916790009","0.06554476916790009"
"5900","0.04101467877626419","0.04101467877626419","0.04101467877626419"
"6000","0.04242345318198204","0.04242345318198204","0.04242345318198204"
"6100","0.054739151149988174","0.054739151149988174","0.054739151149988174"
"6200","0.05491327494382858","0.05491327494382858","0.05491327494382858"
"6300","0.05221846327185631","0.05221846327185631","0.05221846327185631"
"6400","0.060346703976392746","0.060346703976392746","0.060346703976392746"
"6500","0.0717291533946991","0.0717291533946991","0.0717291533946991"
"6600","0.0587967112660408","0.0587967112660408","0.0587967112660408"
"6700","0.04219420999288559","0.04219420999288559","0.04219420999288559"
"6800","0.049527041614055634","0.049527041614055634","0.049527041614055634"
"6900","0.04727737605571747","0.04727737605571747","0.04727737605571747"
"7000","0.0487116202712059","0.0487116202712059","0.0487116202712059"
"7100","0.048361778259277344","0.048361778259277344","0.048361778259277344"
"7200","0.05341691896319389","0.05341691896319389","0.05341691896319389"
"7300","0.04519239813089371","0.04519239813089371","0.04519239813089371"
"7400","0.04619228094816208","0.04619228094816208","0.04619228094816208"
"7500","0.0660230964422226","0.0660230964422226","0.0660230964422226"
"7600","0.055829767137765884","0.055829767137765884","0.055829767137765884"
"7700","0.05592241510748863","0.05592241510748863","0.05592241510748863"
"7800","0.046059198677539825","0.046059198677539825","0.046059198677539825"
"7900","0.0617467500269413","0.0617467500269413","0.0617467500269413"
"8000","0.05641472339630127","0.05641472339630127","0.05641472339630127"
"8100","0.058203842490911484","0.058203842490911484","0.058203842490911484"
"8200","0.05378234386444092","0.05378234386444092","0.05378234386444092"
"8300","0.054001301527023315","0.054001301527023315","0.054001301527023315"
"8400","0.04843655973672867","0.04843655973672867","0.04843655973672867"
"8500","0.05324355140328407","0.05324355140328407","0.05324355140328407"
"8600","0.051615361124277115","0.051615361124277115","0.051615361124277115"
"8700","0.04889147728681564","0.04889147728681564","0.04889147728681564"
"8800","0.04448210448026657","0.04448210448026657","0.04448210448026657"
"8900","0.0540141798555851","0.0540141798555851","0.0540141798555851"
"9000","0.040223270654678345","0.040223270654678345","0.040223270654678345"
"9100","0.033878762274980545","0.033878762274980545","0.033878762274980545"
"9200","0.05207373946905136","0.05207373946905136","0.05207373946905136"
"9300","0.0519392155110836","0.0519392155110836","0.0519392155110836"
"9400","0.042349860072135925","0.042349860072135925","0.042349860072135925"
"9500","0.04801879823207855","0.04801879823207855","0.04801879823207855"
"9600","0.03731232136487961","0.03731232136487961","0.03731232136487961"
